,,,
Referrer,Count,Label,Types
P10219,400,CNSflora ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property related to plants and botany'@en"
P4572,400,SS KL Auschwitz Garrison ID'@en,"Wikidata property related to the Holocaust'@en,'Wikidata property for authority control for people'@en"
P5341,398,Poetry Foundation ID'@en,"Wikidata property related to poetry'@en,'Wikidata property for authority control for writers'@en"
P1031,397,legal citation of this text'@en,Wikidata property related to law and justice'@en
P3376,397,Enterprise number (Belgium)'@en,Wikidata property to identify organizations in company registers'@en
P9327,397,Cartigli di Bologna ID'@en,"Wikidata property to identify gardens'@en,'Wikidata property for authority control for places'@en,'Wikidata property to identify architectural structures'@en"
P4621,396,Württembergische Kirchengeschichte person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to Evangelical Christianity'@en"
P3554,394,World Series of Poker ID'@en,"Wikidata property for authority control for poker players'@en,'Wikidata property for an identifier that suggests notability'@en"
P5492,391,EDIT16 catalogue author ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to the Early Modern period'@en,'Wikidata property for an identifier that suggests notability'@en"
P1182,390,LIBRIS editions'@en,"Wikidata property to identify books'@en,'Wikidata property for authority control (libraries)'@en"
P4259,390,Lega Pallavolo Serie A Femminile player ID'@en,"Wikidata property for authority control for volleyball players'@en,'Wikidata property related to women\'s sport'@en,'Wikidata property for an identifier that suggests notability'@en"
P8588,390,Wisconsin National or State Registers Record ID'@en,Wikidata property for authority control for cultural heritage'@en
P8084,389,Nintendo eShop ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to video games'@en"
P2108,387,Kunstindeks Danmark artwork ID'@en,"Wikidata property to identify artworks'@en,'Wikidata property for an identifier that suggests notability'@en"
P6683,387,Alexander Turnbull Library ID'@en,"Wikidata property for authority control'@en,'Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en"
P9331,385,Storiaememoriadibologna ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to burials, graves, and memorials'@en"
P2381,380,Academic Tree ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to research'@en"
P3615,378,Vision of Britain unit ID'@en,Wikidata property for authority control for administrative subdivisions'@en
P9625,377,Dizionario Biografico dell\'Educazione (1800–2000) ID'@en,"Wikidata property related to education'@en,'Wikidata property related to biographical dictionaries'@en"
P2924,376,Great Russian Encyclopedia Online ID'@en,Wikidata property related to encyclopedias'@en
P6317,376,RusTeam player ID'@en,"Wikidata property for authority control for association football players'@en,'Wikidata property for an identifier that suggests notability'@en"
P6827,376,Igromania ID'@en,"Wikidata property to identify video games'@en,'Wikidata property for an identifier that suggests notability'@en"
P8326,376,Australian Classification ID'@en,"Wikidata property for an identifier'@en,'Wikidata property for items about films'@en,'Wikidata property related to video games'@en"
P2990,374,FIL athlete ID'@en,"Wikidata property for authority control for lugers'@en,'Wikidata property for an identifier that suggests notability'@en"
P6228,374,RegiowikiAT ID'@en,"Wikidata property related to encyclopedias'@en,'Wikidata property for an identifier that suggests notability'@en,'Wikidata property linking to external MediaWiki wiki'@en"
P9918,372,Kallías ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property for authority control for works'@en,'Wikidata property to identify organizations'@en,'Wikidata property for authority control (libraries)'@en"
P679,371,ZVG number'@en,Wikidata property for an identifier'@en
P1920,366,CWGC burial ground ID'@en,Wikidata property for authority control for cemeteries'@en
P2003,366,Instagram username'@en,Wikidata property to identify online accounts'@en
P2334,365,Swedish Film Database film ID'@en,Wikidata property to identify films'@en
P11128,364,,
P7935,363,Corpus Corporum author ID'@en,Wikidata property for authority control for writers'@en
P9339,362,Bavarian Monument Map object ID (architectural monument)'@en,"Wikidata property for authority control for cultural heritage'@en,'Wikidata property for authority control for places'@en,'Wikidata property to identify architectural structures'@en"
P1933,361,MobyGames game ID'@en,"Wikidata property for authority control for works'@en,'Wikidata property related to video games'@en,'Wikidata property related to reviews and media content ratings'@en"
P6386,361,biathlon.com.ua person ID'@en,"Wikidata property for authority control for biathletes'@en,'Wikidata property for an identifier that suggests notability'@en"
P4885,360,AFL Tables coach ID'@en,"Wikidata property for authority control for sports coaches'@en,'Wikidata property related to Australian rules football'@en"
P6981,360,ACNP journal ID'@en,Wikidata property for authority control for academic journals'@en
P8603,360,Istrapedia ID'@en,Wikidata property related to encyclopedias'@en
P3678,359,SA Rugby player ID'@en,"Wikidata property for authority control for rugby union players'@en,'Wikidata property for an identifier that suggests notability'@en"
P4781,358,MYmovies director ID (former scheme)'@en,"Wikidata property for a former identification scheme'@en,'Wikidata property for authority control for people'@en,'Wikidata property for identification in the film industry'@en"
P4620,356,Merkelstiftung person ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to genealogy'@en"
P3106,355,Guardian topic ID'@en,"Wikidata property to identify news website topics'@en,'Wikidata property for items about people'@en"
P6766,353,Who\'s on First ID'@en,Wikidata property for an identifier'@en
P4796,352,Basketball-Reference.com NBL player ID'@en,"Wikidata property for authority control for basketball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P8902,348,Archives at Yale names ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property related to archives'@en"
P5476,347,LegaBasket.it player ID'@en,"Wikidata property for authority control for basketball players'@en,'Wikidata property for an identifier that suggests notability'@en"
P5683,346,iNaturalist observation ID'@en,"Wikidata property to indicate a source'@en,'Wikidata property to identify taxa'@en"
P3365,343,Treccani ID'@en,Wikidata property related to encyclopedias'@en
P4724,343,Maitron ID'@en,"Wikidata property related to politics'@en,'Wikidata property related to biographical dictionaries'@en"
P804,343,GNIS Antarctica ID'@en,Wikidata property for authority control for places'@en
P7944,340,DoME artist ID'@en,Wikidata property for authority control for artists'@en
P2991,335,IBSF athlete ID'@en,"Wikidata property for authority control for bobsledders'@en,'Wikidata property for authority control for skeleton racers'@en,'Wikidata property for an identifier that suggests notability'@en"
P3923,333,World Athletics athlete ID (Diamond League)'@en,"Wikidata property for authority control for athletics competitors'@en,'Wikidata property for an identifier that suggests notability'@en"
P4391,332,The-Sports.org athlete ID'@en,Wikidata property for authority control for sports people'@en
P1263,328,NNDB people ID'@en,"Wikidata property for an identifier that suggests notability'@en,'Wikidata property related to biographical dictionaries'@en"
P9165,328,Lexikon Literatur in Tirol ID'@en,Wikidata property for authority control for writers'@en
P4438,327,"BFI Films, TV and people ID'@en","Wikidata property for authority control for people'@en,'Wikidata property to identify films'@en,'Wikidata property to identify television shows'@en"
P5104,326,New Zealand Gazetteer place ID'@en,Wikidata property for an identifier'@en
P7859,326,WorldCat Identities ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property to identify organizations'@en,'Wikidata property for authority control by VIAF member'@en"
P8880,326,AstroGen ID'@en,"Wikidata property for authority control for people'@en,'Wikidata property related to astronomy'@en"
P6514,325,DOGC ID'@en,"Wikidata property for an identifier'@en,'Wikidata property related to law and justice'@en,'Wikidata property related to politics'@en"
